fraction,n_train,baseline_rmse,bcr_rmse,baseline_stability,bcr_stability,stability_improvement_pct
0.1,1548,0.6694676260153453,0.6814241508642832,0.08917883314908966,0.05938208068802738,33.412359647325616
0.2,3096,0.6336381157239278,0.6418353696664174,0.09385822427176636,0.06589455718627289,29.793518151935956
0.4,6192,0.5978251814842224,0.6082467516263326,0.0912809636135369,0.06565706755321118,28.07145657314874
0.6,9288,0.5852177759011586,0.5958211342493693,0.08340884552451318,0.06532001199483214,21.686948687432526
0.8,12384,0.5694242378075918,0.5805063406626384,0.08194328030330228,0.06605932126973528,19.384089793299236
1.0,15480,0.5613904118537902,0.5710433642069499,0.08420307217414205,0.0675571956363027,19.7687282756307
